participant,image_file,estimation_response,block
sub_990,exp1.png,94.0,6
sub_990,exp2.png,9.0,6
sub_990,exp3.png,90.0,6
sub_990,exp4.png,7.0,7
sub_990,exp1.png,86.0,12
sub_990,exp2.png,19.0,12
sub_990,exp3.png,79.0,13
sub_990,exp4.png,26.0,13
sub_990,exp1.png,69.0,18
sub_990,exp2.png,31.0,19
sub_990,exp3.png,69.0,19
sub_990,exp4.png,29.0,19
sub_990,exp1.png,92.0,31
sub_990,exp2.png,21.0,31
sub_990,exp3.png,64.0,31
sub_990,exp4.png,40.0,32
sub_990,exp1.png,63.0,37
sub_990,exp2.png,37.0,37
sub_990,exp3.png,39.0,38
sub_990,exp4.png,60.0,38
